userId,model,k,precision,recall,hit_rate,f1,train_ratings,test_relevant_movies,recommendation_count
93304,Hybrid,5,0.0,0.0,0.0,0.0,32,6,0
93304,Hybrid,10,0.0,0.0,0.0,0.0,32,6,0
93304,Hybrid,20,0.0,0.0,0.0,0.0,32,6,0
36094,Hybrid,5,0.0,0.0,0.0,0.0,130,16,0
36094,Hybrid,10,0.0,0.0,0.0,0.0,130,16,0
36094,Hybrid,20,0.0,0.0,0.0,0.0,130,16,0
78896,Hybrid,5,0.0,0.0,0.0,0.0,70,12,0
78896,Hybrid,10,0.0,0.0,0.0,0.0,70,12,0
78896,Hybrid,20,0.0,0.0,0.0,0.0,70,12,0
104823,Hybrid,5,0.0,0.0,0.0,0.0,27,4,0
104823,Hybrid,10,0.0,0.0,0.0,0.0,27,4,0
104823,Hybrid,20,0.0,0.0,0.0,0.0,27,4,0
97965,Hybrid,5,0.0,0.0,0.0,0.0,50,5,0
97965,Hybrid,10,0.0,0.0,0.0,0.0,50,5,0
97965,Hybrid,20,0.0,0.0,0.0,0.0,50,5,0
137968,Hybrid,5,0.0,0.0,0.0,0.0,95,5,0
137968,Hybrid,10,0.0,0.0,0.0,0.0,95,5,0
137968,Hybrid,20,0.0,0.0,0.0,0.0,95,5,0
114672,Hybrid,5,0.0,0.0,0.0,0.0,31,5,0
114672,Hybrid,10,0.0,0.0,0.0,0.0,31,5,0
114672,Hybrid,20,0.0,0.0,0.0,0.0,31,5,0
3008,Hybrid,5,0.0,0.0,0.0,0.0,756,60,0
3008,Hybrid,10,0.0,0.0,0.0,0.0,756,60,0
3008,Hybrid,20,0.0,0.0,0.0,0.0,756,60,0
46148,Hybrid,5,0.0,0.0,0.0,0.0,386,19,0
46148,Hybrid,10,0.0,0.0,0.0,0.0,386,19,0
46148,Hybrid,20,0.0,0.0,0.0,0.0,386,19,0
198652,Hybrid,5,0.0,0.0,0.0,0.0,204,23,0
198652,Hybrid,10,0.0,0.0,0.0,0.0,204,23,0
198652,Hybrid,20,0.0,0.0,0.0,0.0,204,23,0
98609,Hybrid,5,0.0,0.0,0.0,0.0,227,32,0
98609,Hybrid,10,0.0,0.0,0.0,0.0,227,32,0
98609,Hybrid,20,0.0,0.0,0.0,0.0,227,32,0
74052,Hybrid,5,0.0,0.0,0.0,0.0,25,5,0
74052,Hybrid,10,0.0,0.0,0.0,0.0,25,5,0
74052,Hybrid,20,0.0,0.0,0.0,0.0,25,5,0
160189,Hybrid,5,0.0,0.0,0.0,0.0,100,21,0
160189,Hybrid,10,0.0,0.0,0.0,0.0,100,21,0
160189,Hybrid,20,0.0,0.0,0.0,0.0,100,21,0
65342,Hybrid,5,0.0,0.0,0.0,0.0,59,3,0
65342,Hybrid,10,0.0,0.0,0.0,0.0,59,3,0
65342,Hybrid,20,0.0,0.0,0.0,0.0,59,3,0
39724,Hybrid,5,0.0,0.0,0.0,0.0,84,17,0
39724,Hybrid,10,0.0,0.0,0.0,0.0,84,17,0
39724,Hybrid,20,0.0,0.0,0.0,0.0,84,17,0
81571,Hybrid,5,0.0,0.0,0.0,0.0,306,48,0
81571,Hybrid,10,0.0,0.0,0.0,0.0,306,48,0
81571,Hybrid,20,0.0,0.0,0.0,0.0,306,48,0
10089,Hybrid,5,0.0,0.0,0.0,0.0,256,27,0
10089,Hybrid,10,0.0,0.0,0.0,0.0,256,27,0
10089,Hybrid,20,0.0,0.0,0.0,0.0,256,27,0
145871,Hybrid,5,0.0,0.0,0.0,0.0,94,15,0
145871,Hybrid,10,0.0,0.0,0.0,0.0,94,15,0
145871,Hybrid,20,0.0,0.0,0.0,0.0,94,15,0
90566,Hybrid,5,0.0,0.0,0.0,0.0,153,29,0
90566,Hybrid,10,0.0,0.0,0.0,0.0,153,29,0
90566,Hybrid,20,0.0,0.0,0.0,0.0,153,29,0
80308,Hybrid,5,0.0,0.0,0.0,0.0,55,10,0
80308,Hybrid,10,0.0,0.0,0.0,0.0,55,10,0
80308,Hybrid,20,0.0,0.0,0.0,0.0,55,10,0
189182,Hybrid,5,0.0,0.0,0.0,0.0,96,13,0
189182,Hybrid,10,0.0,0.0,0.0,0.0,96,13,0
189182,Hybrid,20,0.0,0.0,0.0,0.0,96,13,0
175487,Hybrid,5,0.0,0.0,0.0,0.0,50,10,0
175487,Hybrid,10,0.0,0.0,0.0,0.0,50,10,0
175487,Hybrid,20,0.0,0.0,0.0,0.0,50,10,0
32135,Hybrid,5,0.0,0.0,0.0,0.0,32,3,0
32135,Hybrid,10,0.0,0.0,0.0,0.0,32,3,0
32135,Hybrid,20,0.0,0.0,0.0,0.0,32,3,0
69579,Hybrid,5,0.0,0.0,0.0,0.0,35,7,0
69579,Hybrid,10,0.0,0.0,0.0,0.0,35,7,0
69579,Hybrid,20,0.0,0.0,0.0,0.0,35,7,0
127279,Hybrid,5,0.0,0.0,0.0,0.0,36,7,0
127279,Hybrid,10,0.0,0.0,0.0,0.0,36,7,0
127279,Hybrid,20,0.0,0.0,0.0,0.0,36,7,0
60001,Hybrid,5,0.0,0.0,0.0,0.0,874,39,0
60001,Hybrid,10,0.0,0.0,0.0,0.0,874,39,0
60001,Hybrid,20,0.0,0.0,0.0,0.0,874,39,0
42502,Hybrid,5,0.0,0.0,0.0,0.0,80,11,0
42502,Hybrid,10,0.0,0.0,0.0,0.0,80,11,0
42502,Hybrid,20,0.0,0.0,0.0,0.0,80,11,0
164604,Hybrid,5,0.0,0.0,0.0,0.0,68,8,0
164604,Hybrid,10,0.0,0.0,0.0,0.0,68,8,0
164604,Hybrid,20,0.0,0.0,0.0,0.0,68,8,0
194785,Hybrid,5,0.0,0.0,0.0,0.0,185,36,0
194785,Hybrid,10,0.0,0.0,0.0,0.0,185,36,0
194785,Hybrid,20,0.0,0.0,0.0,0.0,185,36,0
141969,Hybrid,5,0.0,0.0,0.0,0.0,384,43,0
141969,Hybrid,10,0.0,0.0,0.0,0.0,384,43,0
141969,Hybrid,20,0.0,0.0,0.0,0.0,384,43,0
195919,Hybrid,5,0.0,0.0,0.0,0.0,53,4,0
195919,Hybrid,10,0.0,0.0,0.0,0.0,53,4,0
195919,Hybrid,20,0.0,0.0,0.0,0.0,53,4,0
150206,Hybrid,5,0.0,0.0,0.0,0.0,34,3,0
150206,Hybrid,10,0.0,0.0,0.0,0.0,34,3,0
150206,Hybrid,20,0.0,0.0,0.0,0.0,34,3,0
197099,Hybrid,5,0.0,0.0,0.0,0.0,19,2,0
197099,Hybrid,10,0.0,0.0,0.0,0.0,19,2,0
197099,Hybrid,20,0.0,0.0,0.0,0.0,19,2,0
28501,Hybrid,5,0.0,0.0,0.0,0.0,26,4,0
28501,Hybrid,10,0.0,0.0,0.0,0.0,26,4,0
28501,Hybrid,20,0.0,0.0,0.0,0.0,26,4,0
55886,Hybrid,5,0.0,0.0,0.0,0.0,259,37,0
55886,Hybrid,10,0.0,0.0,0.0,0.0,259,37,0
55886,Hybrid,20,0.0,0.0,0.0,0.0,259,37,0
72337,Hybrid,5,0.0,0.0,0.0,0.0,230,16,0
72337,Hybrid,10,0.0,0.0,0.0,0.0,230,16,0
72337,Hybrid,20,0.0,0.0,0.0,0.0,230,16,0
50020,Hybrid,5,0.0,0.0,0.0,0.0,92,19,0
50020,Hybrid,10,0.0,0.0,0.0,0.0,92,19,0
50020,Hybrid,20,0.0,0.0,0.0,0.0,92,19,0
106629,Hybrid,5,0.0,0.0,0.0,0.0,72,8,0
106629,Hybrid,10,0.0,0.0,0.0,0.0,72,8,0
106629,Hybrid,20,0.0,0.0,0.0,0.0,72,8,0
119121,Hybrid,5,0.0,0.0,0.0,0.0,19,5,0
119121,Hybrid,10,0.0,0.0,0.0,0.0,19,5,0
119121,Hybrid,20,0.0,0.0,0.0,0.0,19,5,0
176755,Hybrid,5,0.0,0.0,0.0,0.0,18,4,0
176755,Hybrid,10,0.0,0.0,0.0,0.0,18,4,0
176755,Hybrid,20,0.0,0.0,0.0,0.0,18,4,0
145884,Hybrid,5,0.0,0.0,0.0,0.0,17,4,0
145884,Hybrid,10,0.0,0.0,0.0,0.0,17,4,0
145884,Hybrid,20,0.0,0.0,0.0,0.0,17,4,0
128931,Hybrid,5,0.0,0.0,0.0,0.0,155,13,0
128931,Hybrid,10,0.0,0.0,0.0,0.0,155,13,0
128931,Hybrid,20,0.0,0.0,0.0,0.0,155,13,0
11447,Hybrid,5,0.0,0.0,0.0,0.0,44,11,0
11447,Hybrid,10,0.0,0.0,0.0,0.0,44,11,0
11447,Hybrid,20,0.0,0.0,0.0,0.0,44,11,0
64777,Hybrid,5,0.0,0.0,0.0,0.0,200,22,0
64777,Hybrid,10,0.0,0.0,0.0,0.0,200,22,0
64777,Hybrid,20,0.0,0.0,0.0,0.0,200,22,0
43135,Hybrid,5,0.0,0.0,0.0,0.0,113,9,0
43135,Hybrid,10,0.0,0.0,0.0,0.0,113,9,0
43135,Hybrid,20,0.0,0.0,0.0,0.0,113,9,0
25941,Hybrid,5,0.0,0.0,0.0,0.0,31,7,0
25941,Hybrid,10,0.0,0.0,0.0,0.0,31,7,0
25941,Hybrid,20,0.0,0.0,0.0,0.0,31,7,0
97608,Hybrid,5,0.0,0.0,0.0,0.0,196,16,0
97608,Hybrid,10,0.0,0.0,0.0,0.0,196,16,0
97608,Hybrid,20,0.0,0.0,0.0,0.0,196,16,0
28256,Hybrid,5,0.0,0.0,0.0,0.0,43,5,0
28256,Hybrid,10,0.0,0.0,0.0,0.0,43,5,0
28256,Hybrid,20,0.0,0.0,0.0,0.0,43,5,0
75243,Hybrid,5,0.0,0.0,0.0,0.0,507,50,0
75243,Hybrid,10,0.0,0.0,0.0,0.0,507,50,0
75243,Hybrid,20,0.0,0.0,0.0,0.0,507,50,0
121608,Hybrid,5,0.0,0.0,0.0,0.0,19,3,0
121608,Hybrid,10,0.0,0.0,0.0,0.0,19,3,0
121608,Hybrid,20,0.0,0.0,0.0,0.0,19,3,0
97406,Hybrid,5,0.0,0.0,0.0,0.0,42,7,0
97406,Hybrid,10,0.0,0.0,0.0,0.0,42,7,0
97406,Hybrid,20,0.0,0.0,0.0,0.0,42,7,0
40849,Hybrid,5,0.0,0.0,0.0,0.0,30,1,0
40849,Hybrid,10,0.0,0.0,0.0,0.0,30,1,0
40849,Hybrid,20,0.0,0.0,0.0,0.0,30,1,0
105330,Hybrid,5,0.0,0.0,0.0,0.0,22,2,0
105330,Hybrid,10,0.0,0.0,0.0,0.0,22,2,0
105330,Hybrid,20,0.0,0.0,0.0,0.0,22,2,0
162550,Hybrid,5,0.0,0.0,0.0,0.0,24,3,0
162550,Hybrid,10,0.0,0.0,0.0,0.0,24,3,0
162550,Hybrid,20,0.0,0.0,0.0,0.0,24,3,0
80912,Hybrid,5,0.0,0.0,0.0,0.0,29,5,0
80912,Hybrid,10,0.0,0.0,0.0,0.0,29,5,0
80912,Hybrid,20,0.0,0.0,0.0,0.0,29,5,0
88727,Hybrid,5,0.0,0.0,0.0,0.0,204,38,0
88727,Hybrid,10,0.0,0.0,0.0,0.0,204,38,0
88727,Hybrid,20,0.0,0.0,0.0,0.0,204,38,0
147171,Hybrid,5,0.0,0.0,0.0,0.0,30,3,0
147171,Hybrid,10,0.0,0.0,0.0,0.0,30,3,0
147171,Hybrid,20,0.0,0.0,0.0,0.0,30,3,0
102929,Hybrid,5,0.0,0.0,0.0,0.0,32,5,0
102929,Hybrid,10,0.0,0.0,0.0,0.0,32,5,0
102929,Hybrid,20,0.0,0.0,0.0,0.0,32,5,0
157791,Hybrid,5,0.0,0.0,0.0,0.0,396,37,0
157791,Hybrid,10,0.0,0.0,0.0,0.0,396,37,0
157791,Hybrid,20,0.0,0.0,0.0,0.0,396,37,0
76756,Hybrid,5,0.0,0.0,0.0,0.0,40,8,0
76756,Hybrid,10,0.0,0.0,0.0,0.0,40,8,0
76756,Hybrid,20,0.0,0.0,0.0,0.0,40,8,0
142655,Hybrid,5,0.0,0.0,0.0,0.0,41,3,0
142655,Hybrid,10,0.0,0.0,0.0,0.0,41,3,0
142655,Hybrid,20,0.0,0.0,0.0,0.0,41,3,0
140393,Hybrid,5,0.0,0.0,0.0,0.0,58,10,0
140393,Hybrid,10,0.0,0.0,0.0,0.0,58,10,0
140393,Hybrid,20,0.0,0.0,0.0,0.0,58,10,0
192878,Hybrid,5,0.0,0.0,0.0,0.0,23,2,0
192878,Hybrid,10,0.0,0.0,0.0,0.0,23,2,0
192878,Hybrid,20,0.0,0.0,0.0,0.0,23,2,0
15308,Hybrid,5,0.0,0.0,0.0,0.0,43,3,0
15308,Hybrid,10,0.0,0.0,0.0,0.0,43,3,0
15308,Hybrid,20,0.0,0.0,0.0,0.0,43,3,0
